N J h mean_R_sq err_mean_R_sq mean_R_gyr_sq err_mean_R_gyr_sq mean_e err_mean_e mean_e_sq err_mean_e_sq mean_e_fourth err_mean_e_fourth mean_m err_mean_m mean_m_sq err_mean_m_sq mean_m_fourth err_mean_m_fourth steps
7.500000000000000000e+03 8.389999999999999680e-01 0.000000000000000000e+00 1.863059999999999854e+04 1.227890000000000100e+03 5.117880000000000109e+03 1.447599999999999909e+03 4.386539999999999884e-01 2.208519999999999841e-03 1.939240000000000130e-01 1.989050000000000019e-03 3.880449999999999872e-02 8.252959999999999940e-04 5.410979999999999679e-01 1.753630000000000119e-02 3.581670000000000131e-01 1.699600000000000069e-02 1.930520000000000014e-01 1.206259999999999971e-02 2.700000000000000000e+11
7.500000000000000000e+03 8.399999999999999689e-01 0.000000000000000000e+00 1.677700000000000000e+04 8.750000000000000000e+02 5.241560000000000400e+03 1.805680000000000064e+03 -1.571879999999999944e+00 1.887409999999999956e-03 2.472160000000000135e+00 5.857349999999999883e-03 6.124780000000000335e+00 2.825959999999999930e-02 6.065040000000000431e-01 9.414650000000000102e-03 4.247569999999999957e-01 9.825250000000000650e-03 2.425289999999999946e-01 7.619560000000000048e-03 1.720000000000000000e+11
7.500000000000000000e+03 8.419999999999999707e-01 0.000000000000000000e+00 1.214020000000000073e+04 5.871820000000000164e+02 4.070789999999999964e+03 1.319799999999999955e+03 4.070489999999999942e-01 1.494459999999999972e-03 1.666590000000000016e-01 1.264460000000000020e-03 2.844119999999999981e-02 4.621989999999999974e-04 7.009469999999999867e-01 1.545569999999999930e-02 5.332160000000000233e-01 1.673660000000000078e-02 3.385020000000000251e-01 1.391009999999999990e-02 2.250000000000000000e+11
7.500000000000000000e+03 8.449999999999999734e-01 0.000000000000000000e+00 1.229420000000000073e+04 2.158880000000000109e+03 6.022350000000000364e+03 3.521639999999999873e+03 3.899199999999999888e-01 1.924219999999999924e-03 1.529520000000000046e-01 1.627310000000000085e-03 2.398940000000000100e-02 6.044429999999999725e-04 7.605690000000000506e-01 1.582880000000000051e-02 6.087280000000000468e-01 1.869089999999999988e-02 4.155639999999999890e-01 1.662339999999999998e-02 2.050000000000000000e+11
7.500000000000000000e+03 8.479999999999999760e-01 0.000000000000000000e+00 8.653500000000000000e+03 4.122760000000000105e+02 3.237679999999999836e+03 9.880560000000000400e+02 3.733040000000000247e-01 1.384360000000000061e-03 1.400139999999999996e-01 1.078179999999999980e-03 1.998300000000000076e-02 3.343430000000000208e-04 8.089610000000000412e-01 1.471590000000000051e-02 6.776699999999999946e-01 1.711100000000000121e-02 4.966670000000000251e-01 1.585889999999999869e-02 2.050000000000000000e+11
7.500000000000000000e+03 8.509999999999999787e-01 0.000000000000000000e+00 1.715250000000000000e+04 8.742870000000000800e+03 9.029489999999999782e+03 6.510590000000000146e+03 3.612429999999999808e-01 1.422749999999999970e-03 1.311970000000000081e-01 1.090000000000000040e-03 1.766179999999999833e-02 3.603400000000000093e-04 8.541819999999999968e-01 8.636519999999999961e-03 7.382050000000000001e-01 1.256930000000000026e-02 5.651460000000000372e-01 1.423010000000000073e-02 1.800000000000000000e+11
7.500000000000000000e+03 8.539999999999999813e-01 0.000000000000000000e+00 2.364790000000000146e+04 1.657059999999999854e+04 1.045010000000000036e+04 8.317889999999999418e+03 3.497129999999999961e-01 1.161490000000000048e-03 1.229699999999999960e-01 9.715690000000000350e-04 1.556790000000000083e-02 4.300029999999999825e-04 8.560879999999999601e-01 1.769300000000000039e-02 7.544159999999999755e-01 1.937569999999999917e-02 6.000440000000000218e-01 1.763839999999999852e-02 1.750000000000000000e+11
7.500000000000000000e+03 8.569999999999999840e-01 0.000000000000000000e+00 4.599930000000000000e+06 1.641640000000000000e+06 8.683520000000000000e+05 2.598910000000000000e+05 5.886500000000000066e-01 3.729690000000000089e-02 3.540849999999999831e-01 4.542609999999999704e-02 1.367549999999999877e-01 3.556730000000000308e-02 6.274549999999999850e-01 2.762629999999999947e-02 4.248270000000000102e-01 2.482360000000000122e-02 2.096079999999999888e-01 1.484620000000000037e-02 3.500000000000000000e+11
8.000000000000000000e+03 8.309999999999999609e-01 0.000000000000000000e+00 6.062900000000000000e+04 3.210000000000000000e+03 1.046660000000000036e+04 1.367650000000000091e+03 -1.466469999999999940e+00 6.859039999999999842e-04 2.152039999999999953e+00 2.008499999999999869e-03 4.644309999999999938e+00 8.645329999999999682e-03 2.494419999999999971e-01 2.053329999999999912e-03 9.405020000000000047e-02 1.449140000000000020e-03 2.270780000000000021e-02 6.300599999999999951e-04 1.361000000000000000e+12
8.000000000000000000e+03 8.329999999999999627e-01 0.000000000000000000e+00 4.570500000000000000e+04 9.730000000000000000e+02 8.095489999999999782e+03 6.860929999999999609e+02 -1.490629999999999900e+00 6.947109999999999830e-04 2.223609999999999864e+00 2.068700000000000139e-03 4.958980000000000388e+00 9.190339999999999968e-03 3.076030000000000153e-01 2.344549999999999933e-03 1.375959999999999961e-01 1.821370000000000107e-03 4.312470000000000192e-02 9.191330000000000377e-04 1.496000000000000000e+12
8.000000000000000000e+03 8.349999999999999645e-01 0.000000000000000000e+00 3.346200000000000000e+04 6.590000000000000000e+02 6.292920000000000073e+03 5.414629999999999654e+02 -1.518860000000000099e+00 7.968650000000000082e-04 2.308650000000000091e+00 2.414910000000000147e-03 5.345699999999999896e+00 1.111050000000000058e-02 3.985060000000000269e-01 3.792629999999999960e-03 2.148190000000000099e-01 3.273289999999999880e-03 8.721879999999999911e-02 1.919600000000000039e-03 1.343000000000000000e+12
8.000000000000000000e+03 8.359999999999999654e-01 0.000000000000000000e+00 3.040100000000000000e+04 6.960000000000000000e+02 5.845899999999999636e+03 5.092579999999999814e+02 -1.530580000000000052e+00 9.746380000000000017e-04 2.344359999999999999e+00 2.946740000000000210e-03 5.511709999999999887e+00 1.350179999999999957e-02 4.382440000000000224e-01 3.774050000000000148e-03 2.520930000000000115e-01 3.422769999999999892e-03 1.117090000000000027e-01 2.174789999999999796e-03 1.390000000000000000e+12
8.000000000000000000e+03 8.379999999999999671e-01 0.000000000000000000e+00 2.293600000000000000e+04 5.140000000000000000e+02 4.725170000000000073e+03 4.058840000000000146e+02 -1.554470000000000018e+00 6.923440000000000106e-04 2.417879999999999807e+00 2.148100000000000009e-03 5.860640000000000072e+00 1.035540000000000072e-02 5.282040000000000068e-01 4.062109999999999853e-03 3.411339999999999928e-01 4.045420000000000092e-03 1.755379999999999996e-01 2.910400000000000053e-03 1.307000000000000000e+12
9.000000000000000000e+03 8.309999999999999609e-01 0.000000000000000000e+00 6.887000000000000000e+04 3.571000000000000000e+03 1.192879999999999927e+04 1.572009999999999991e+03 -1.469680000000000097e+00 7.021889999999999816e-04 2.161369999999999791e+00 2.067110000000000041e-03 4.683699999999999974e+00 8.979650000000000479e-03 2.447680000000000133e-01 2.248560000000000142e-03 9.098739999999999606e-02 1.539470000000000031e-03 2.157430000000000112e-02 6.386560000000000327e-04 1.311000000000000000e+12
9.000000000000000000e+03 8.329999999999999627e-01 0.000000000000000000e+00 5.186300000000000000e+04 9.690000000000000000e+02 9.355959999999999127e+03 8.999940000000000282e+02 -1.494639999999999969e+00 7.981419999999999487e-04 2.235510000000000108e+00 2.386759999999999923e-03 5.011339999999999684e+00 1.069619999999999946e-02 3.079080000000000150e-01 3.117130000000000074e-03 1.378179999999999961e-01 2.442499999999999793e-03 4.320700000000000235e-02 1.256270000000000086e-03 1.437000000000000000e+12
9.000000000000000000e+03 8.349999999999999645e-01 0.000000000000000000e+00 4.391400000000000000e+04 6.410000000000000000e+03 1.062950000000000000e+04 3.857760000000000218e+03 -1.522699999999999942e+00 1.504329999999999903e-03 2.320339999999999847e+00 4.552770000000000254e-03 5.399890000000000079e+00 2.087960000000000163e-02 4.000900000000000012e-01 6.554449999999999860e-03 2.169570000000000110e-01 5.666530000000000351e-03 8.894080000000000041e-02 3.396670000000000071e-03 5.370000000000000000e+11
9.000000000000000000e+03 8.359999999999999654e-01 0.000000000000000000e+00 4.045800000000000000e+04 7.173000000000000000e+03 7.898449999999999818e+03 1.897490000000000009e+03 -1.534319999999999906e+00 8.362089999999999758e-04 2.355750000000000011e+00 2.536829999999999901e-03 5.564600000000000435e+00 1.173860000000000008e-02 4.407829999999999804e-01 3.905829999999999892e-03 2.537300000000000111e-01 3.485520000000000198e-03 1.120069999999999955e-01 2.204729999999999798e-03 1.408000000000000000e+12
9.000000000000000000e+03 8.379999999999999671e-01 0.000000000000000000e+00 2.368000000000000000e+04 5.690000000000000000e+02 5.226310000000000400e+03 6.083289999999999509e+02 -1.560920000000000085e+00 7.560530000000000202e-04 2.437860000000000138e+00 2.344220000000000158e-03 5.956629999999999647e+00 1.128879999999999988e-02 5.489519999999999955e-01 4.326469999999999795e-03 3.623669999999999947e-01 4.272879999999999734e-03 1.909349999999999936e-01 3.074180000000000142e-03 1.256000000000000000e+12
1.000000000000000000e+04 8.209999999999999520e-01 0.000000000000000000e+00 1.500250000000000000e+05 3.019199999999999818e+03 2.285090000000000146e+04 8.999790000000000418e+02 6.193509999999999849e-01 8.560609999999999747e-04 3.842840000000000145e-01 1.062269999999999924e-03 1.487290000000000001e-01 8.225040000000000519e-04 1.155260000000000037e-01 2.085479999999999799e-03 2.092629999999999837e-02 8.038970000000000317e-04 1.319869999999999897e-03 1.152050000000000058e-04 8.650000000000000000e+11
1.000000000000000000e+04 8.239999999999999547e-01 0.000000000000000000e+00 1.324370000000000000e+05 4.590699999999999818e+03 2.190040000000000146e+04 3.026219999999999800e+03 5.975629999999999553e-01 9.862810000000000934e-04 3.578529999999999767e-01 1.171619999999999953e-03 1.291539999999999910e-01 8.327239999999999642e-04 1.346179999999999877e-01 2.547199999999999898e-03 2.799470000000000083e-02 1.043719999999999934e-03 2.302740000000000169e-03 1.981850000000000007e-04 7.950000000000000000e+11
1.000000000000000000e+04 8.269999999999999574e-01 0.000000000000000000e+00 1.864460000000000000e+05 7.881900000000000000e+04 4.152130000000000291e+04 2.525609999999999854e+04 -1.428600000000000092e+00 2.901120000000000088e-03 2.042569999999999997e+00 7.731550000000000228e-03 4.184440000000000381e+00 2.827040000000000108e-02 1.679120000000000057e-01 3.281459999999999932e-03 4.376689999999999747e-02 1.659090000000000001e-03 5.463420000000000082e-03 4.045019999999999974e-04 1.710000000000000000e+11
1.000000000000000000e+04 8.299999999999999600e-01 0.000000000000000000e+00 1.153920000000000000e+05 3.324500000000000000e+04 2.704900000000000000e+04 1.356460000000000036e+04 -1.457649999999999890e+00 2.089950000000000141e-03 2.126090000000000035e+00 6.013089999999999581e-03 4.531480000000000175e+00 2.509190000000000031e-02 2.093140000000000001e-01 4.768330000000000311e-03 6.761380000000000168e-02 3.076789999999999820e-03 1.267139999999999933e-02 1.173580000000000022e-03 1.660000000000000000e+11
1.000000000000000000e+04 8.309999999999999609e-01 0.000000000000000000e+00 8.807900000000000000e+04 1.027200000000000000e+04 2.737459999999999854e+04 1.442129999999999927e+04 -1.467230000000000034e+00 2.023120000000000213e-03 2.154020000000000046e+00 5.938650000000000179e-03 4.650680000000000369e+00 2.564560000000000103e-02 2.253120000000000123e-01 5.703040000000000366e-03 7.781230000000000091e-02 3.646809999999999895e-03 1.637080000000000132e-02 1.377140000000000005e-03 1.380000000000000000e+11
1.000000000000000000e+04 8.329999999999999627e-01 0.000000000000000000e+00 1.107080000000000000e+05 5.274300000000000000e+04 2.309679999999999927e+04 1.324600000000000000e+04 -1.493949999999999889e+00 2.338670000000000158e-03 2.233729999999999993e+00 6.783840000000000182e-03 5.005480000000000373e+00 2.902369999999999950e-02 3.051289999999999836e-01 7.217330000000000099e-03 1.356239999999999946e-01 5.646349999999999633e-03 4.216530000000000278e-02 2.911560000000000103e-03 3.740000000000000000e+11
1.000000000000000000e+04 8.349999999999999645e-01 0.000000000000000000e+00 4.077200000000000000e+04 3.128000000000000000e+03 1.641720000000000073e+04 9.157379999999999200e+03 -1.527249999999999996e+00 2.561690000000000147e-03 2.333880000000000177e+00 7.812579999999999525e-03 5.460020000000000095e+00 3.639540000000000136e-02 4.039179999999999993e-01 1.293000000000000052e-02 2.185910000000000075e-01 1.131249999999999964e-02 8.829660000000000286e-02 6.820210000000000161e-03 1.420000000000000000e+11
1.000000000000000000e+04 8.359999999999999654e-01 0.000000000000000000e+00 3.461900000000000000e+04 9.470000000000000000e+02 7.565670000000000073e+03 1.318680000000000064e+03 -1.540519999999999889e+00 1.070159999999999905e-03 2.374699999999999811e+00 3.267250000000000189e-03 5.653319999999999901e+00 1.525570000000000051e-02 4.576740000000000252e-01 5.106239999999999737e-03 2.695540000000000158e-01 4.571630000000000138e-03 1.223849999999999938e-01 2.827660000000000069e-03 1.163000000000000000e+12
1.000000000000000000e+04 8.379999999999999671e-01 0.000000000000000000e+00 6.337000000000000000e+04 3.955200000000000000e+04 1.653359999999999854e+04 1.181720000000000073e+04 -1.568070000000000075e+00 2.081749999999999833e-03 2.460360000000000102e+00 6.198529999999999839e-03 6.067109999999999559e+00 2.813099999999999976e-02 5.810689999999999467e-01 9.152650000000000022e-03 3.918519999999999781e-01 9.460410000000000694e-03 2.101089999999999902e-01 7.173470000000000367e-03 3.530000000000000000e+11
1.000000000000000000e+04 8.389999999999999680e-01 0.000000000000000000e+00 2.580690000000000146e+04 6.726000000000000000e+03 9.364879999999999200e+03 5.310590000000000146e+03 4.236989999999999923e-01 4.577509999999999912e-03 1.806790000000000063e-01 4.098199999999999760e-03 3.352080000000000337e-02 1.678879999999999999e-03 5.859750000000000236e-01 3.446239999999999720e-02 4.071330000000000227e-01 3.170619999999999689e-02 2.290770000000000028e-01 2.199229999999999935e-02 2.200000000000000000e+11
1.000000000000000000e+04 8.399999999999999689e-01 0.000000000000000000e+00 4.780200000000000000e+04 2.979000000000000000e+04 1.717679999999999927e+04 1.254539999999999964e+04 -1.588589999999999947e+00 1.909939999999999945e-03 2.524830000000000130e+00 5.866299999999999640e-03 6.386490000000000222e+00 2.802839999999999845e-02 6.713179999999999703e-01 1.066349999999999937e-02 4.957929999999999837e-01 1.160060000000000084e-02 3.004609999999999781e-01 9.663619999999999502e-03 1.390000000000000000e+11
1.000000000000000000e+04 8.419999999999999707e-01 0.000000000000000000e+00 1.536170000000000073e+04 1.138170000000000073e+03 8.276610000000000582e+03 4.642409999999999854e+03 3.966109999999999913e-01 2.093670000000000166e-03 1.580600000000000060e-01 1.703910000000000103e-03 2.547980000000000037e-02 5.737599999999999818e-04 7.122399999999999842e-01 3.422979999999999773e-02 5.525449999999999529e-01 3.602149999999999797e-02 3.613370000000000193e-01 2.836110000000000020e-02 1.850000000000000000e+11
1.000000000000000000e+04 8.449999999999999734e-01 0.000000000000000000e+00 5.408180000000000291e+04 3.758819999999999709e+04 1.896920000000000073e+04 1.530000000000000000e+04 3.864770000000000150e-01 5.754360000000000031e-03 1.505330000000000001e-01 4.883880000000000166e-03 2.347909999999999928e-02 1.844050000000000073e-03 7.748059999999999947e-01 2.062649999999999900e-02 6.272539999999999782e-01 2.485269999999999840e-02 4.335040000000000004e-01 2.405310000000000087e-02 1.750000000000000000e+11
1.000000000000000000e+04 8.479999999999999760e-01 0.000000000000000000e+00 1.508710000000000036e+04 5.035689999999999600e+03 8.050960000000000036e+03 5.007609999999999673e+03 3.625880000000000214e-01 1.442630000000000084e-03 1.319899999999999962e-01 1.128370000000000067e-03 1.771599999999999911e-02 3.592490000000000158e-04 8.551279999999999992e-01 5.291800000000000150e-03 7.370060000000000500e-01 8.259769999999999612e-03 5.574930000000000163e-01 1.069130000000000080e-02 1.600000000000000000e+11
1.000000000000000000e+04 8.509999999999999787e-01 0.000000000000000000e+00 6.960100000000000000e+04 5.793319999999999709e+04 2.578140000000000146e+04 2.272570000000000073e+04 3.588180000000000258e-01 7.532669999999999991e-03 1.300530000000000019e-01 6.236929999999999905e-03 1.789819999999999953e-02 2.338509999999999808e-03 8.550480000000000302e-01 1.592669999999999850e-02 7.408019999999999605e-01 2.316059999999999994e-02 5.697140000000000537e-01 2.731029999999999916e-02 1.450000000000000000e+11
1.000000000000000000e+04 8.539999999999999813e-01 0.000000000000000000e+00 8.817069999999999709e+04 7.693769999999999709e+04 3.296650000000000000e+04 2.883029999999999927e+04 3.460820000000000007e-01 6.331080000000000214e-03 1.211320000000000036e-01 5.320690000000000315e-03 1.577570000000000014e-02 2.179700000000000127e-03 8.775030000000000330e-01 1.663299999999999848e-02 7.790259999999999962e-01 2.440840000000000024e-02 6.271780000000000133e-01 2.877089999999999856e-02 1.400000000000000000e+11
1.000000000000000000e+04 8.569999999999999840e-01 0.000000000000000000e+00 1.689460000000000000e+07 1.876340000000000000e+06 3.299500000000000000e+06 2.778340000000000000e+05 6.914869999999999628e-01 2.797269999999999965e-02 4.824160000000000115e-01 3.951910000000000145e-02 2.412960000000000105e-01 4.036109999999999698e-02 7.160170000000000146e-01 2.391599999999999976e-02 5.344740000000000046e-01 2.562340000000000104e-02 3.138319999999999999e-01 1.952270000000000047e-02 3.550000000000000000e+11
